Tªn M·o	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tÝnh hç trî 1	TrÞ sè Thuéc tÝnh hç trî 1	Thuéc tÝnh hç trî 2	TrÞ sè Thuéc tÝnh hç trî 2	Sè trang bÞ	§¾ng cÊp yªu cÇu	Giíi tÝnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàÐÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thÞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dÞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chÝ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49	Column50	Column51	Column52	Column53	Column54	Column55	Column56	Column57	Column58	Column59	Column60	Column61	Column62	Column63	Column64	Column65	Column66
Hµo HiÖp §Çu	0	103	20006	30	40000	0	200	20;20					50066	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	<color=gold>Hµo HiÖp §Çu<color><enter>Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng.	ÐÔ¸ÐÅ®ºÀÏÀô¢	§· khãa		10;10	4	1		0		99	38	36	12																																																																		
Hµo HiÖp §Çu	0	103	20007	30	40000	0	200	20;20					50067	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	<color=gold>Hµo HiÖp §Çu<color><enter>Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng.	½¿Ð¡Å®ºÀÏÀô¢	§· khãa		10;10	4	1		0		99	38	36	12																																																																		
Nãn Hµo HiÖp-V« H¹	0	103	20008	30	40000	0	200	20;20					50068	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	<color=gold>Nãn Hµo HiÖp-V« H¹<color><enter>Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng.	±ê×¼ÄÐºÀÏÀ¹Ú	§· khãa		10;10	4	1		0		99	38	36	12																																																																		
Nãn Hµo HiÖp-V« H¹	0	103	20009	30	40000	0	200	20;20					50069	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	<color=gold>Nãn Hµo HiÖp-V« H¹<color><enter>Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng.	¿ýÎàÄÐºÀÏÀ¹Ú	§· khãa		10;10	4	1		0		99	38	36	12																																																																		
Nãn Hµo HiÖp-V« H¹	0	103	20010	30	40000	0	200	20;20					50070	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	<color=gold>Nãn Hµo HiÖp-V« H¹<color><enter>Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng.	ÐÔ¸ÐÅ®ºÀÏÀô¢	§· khãa		10;10	4	1		0		99	38	36	12																																																																		
Nãn Hµo HiÖp-V« H¹	0	103	20011	30	40000	0	200	20;20					50071	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	<color=gold>Nãn Hµo HiÖp-V« H¹<color><enter>Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng.	½¿Ð¡Å®ºÀÏÀô¢	§· khãa		10;10	4	1		0		99	38	36	12																																																																		
Èm HuyÕt §Çu	0	103	20012	10	40000	0	250	20;20					50072	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_015a1.spr	\image\item\cap\m1_hd_015a0.spr	<color=gold>Èm HuyÕt §Çu<color><enter>ThÞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng.	±ê×¼ÄÐÐÂÃÅÅÉÍ·ÉÙÁÖ	§· khãa		10;10	4	1		0		98	70	50	12																																																																		
Èm HuyÕt §Çu	0	103	20013	10	40000	0	250	20;20					50073	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_015a1.spr	\image\item\cap\m2_hd_015a0.spr	<color=gold>Èm HuyÕt §Çu<color><enter>ThÞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng.	¿ýÎàÄÐÐÂÃÅÅÉÍ·ÉÙÁÖ	§· khãa		10;10	4	1		0		98	70	50	12																																																																		
Èm HuyÕt §Çu	0	103	20014	10	40000	0	250	20;20					50074	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_015a1.spr	\image\item\cap\f2_hd_015a0.spr	<color=gold>Èm HuyÕt §Çu<color><enter>ThÞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng.	ÐÔ¸ÐÅ®ÐÂÃÅÅÉÍ·ÉÙÁÖ	§· khãa		10;10	4	1		0		98	70	50	12																																																																		
Èm HuyÕt §Çu	0	103	20015	10	40000	0	250	20;20					50075	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_015a1.spr	\image\item\cap\f1_hd_015a0.spr	<color=gold>Èm HuyÕt §Çu<color><enter>ThÞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng.	½¿Ð¡Å®ÐÂÃÅÅÉÍ·ÉÙÁÖ	§· khãa		10;10	4	1		0		98	70	50	12																																																																		
Th«ng Thiªn Qu¸n	0	103	20016	10	40000	0	250	20;20					50076	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\ÆòÇÉÈçÒâÍ·±ê×¼a1.spr	\image\item\cloth\ÆòÇÉÈçÒâÍ·±ê×¼a0.spr	<color=gold>Th«ng Thiªn Qu¸n<color><enter>Trang bÞ Th«ng Thiªn_V« Song Thiªn H¹	±ê×¼ÄÐÆòÇÉÈçÒâÍ·	§· khãa		10;10	4	1		0		98	110	100	12																																																																		
Th«ng Thiªn Qu¸n	0	103	20017	10	40000	0	250	20;20					50077	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\ÆòÇÉÈçÒâÍ·¿ýÎàa1.spr	\image\item\cloth\ÆòÇÉÈçÒâÍ·¿ýÎàa0.spr	<color=gold>Th«ng Thiªn Qu¸n<color><enter>Trang bÞ Th«ng Thiªn_V« Song Thiªn H¹	¿ýÎàÄÐÆòÇÉÈçÒâÍ·	§· khãa		10;10	4	1		0		98	110	100	12																																																																		
Th«ng Thiªn Tr©m	0	103	20018	10	40000	0	250	20;20					50078	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\ÆòÇÉÈçÒâÍ·ÐÔ¸Ða1.spr	\image\item\cloth\ÆòÇÉÈçÒâÍ·ÐÔ¸Ða0.spr	<color=gold>Th«ng Thiªn Tr©m<color><enter>Trang bÞ Th«ng Thiªn_V« Song Thiªn H¹	ÐÔ¸ÐÅ®ÆòÇÉÈçÒâÍ·	§· khãa		10;10	4	1		0		98	110	100	12																																																																		
Th«ng Thiªn Tr©m	0	103	20019	10	40000	0	250	20;20					50079	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\ÆòÇÉÈçÒâÍ·½¿Ð¡a1.spr	\image\item\cloth\ÆòÇÉÈçÒâÍ·½¿Ð¡a0.spr	<color=gold>Th«ng Thiªn Tr©m<color><enter>Trang bÞ Th«ng Thiªn_V« Song Thiªn H¹	½¿Ð¡Å®ÆòÇÉÈçÒâÍ·	§· khãa		10;10	4	1		0		98	110	100	12																																																																		
H¾c B¹ch V« Song Qu¸n	0	103	20020	30	200000	0	200	40;40					50080	70	1	1		\image\item\cap\m1_hd_039a1.spr	\image\item\cap\m1_hd_039a0.spr	<color=gold>H¾c B¹ch V« Song Qu¸n<color><enter>Nh­ H¾c B¹ch V« Th­êng, m·nh mÑ kh«ng thÓ c¶n ®­îc. Dµnh cho VIP cao quý nhÊt cña Vâ L©m TruyÒn Kú 2.	±ê×¼ÄÐÎ¨ÎÒ¶À×ðÍ·	§· khãa		10;10	4	1		0		99	121	105	9																																																																		
H¾c B¹ch V« Song Qu¸n	0	103	20021	30	200000	0	200	40;40					50081	70	1	2		\image\item\cap\m2_hd_039a1.spr	\image\item\cap\m2_hd_039a0.spr	<color=gold>H¾c B¹ch V« Song Qu¸n<color><enter>Nh­ H¾c B¹ch V« Th­êng, m·nh mÑ kh«ng thÓ c¶n ®­îc. Dµnh cho VIP cao quý nhÊt cña Vâ L©m TruyÒn Kú 2.	¿ýÎàÄÐÎ¨ÎÒ¶À×ðÍ·	§· khãa		10;10	4	1		0		99	121	105	9																																																																		
H¾c B¹ch V« Song Tr©m	0	103	20022	30	200000	0	200	40;40					50082	70	2	3		\image\item\cap\f2_hd_039a1.spr	\image\item\cap\f2_hd_039a0.spr	<color=gold>H¾c B¹ch V« Song Tr©m<color><enter>Nh­ H¾c B¹ch V« Th­êng, m·nh mÑ kh«ng thÓ c¶n ®­îc. Dµnh cho VIP cao quý nhÊt cña Vâ L©m TruyÒn Kú 2.	ÐÔ¸ÐÅ®Î¨ÎÒ¶À×ðÍ·	§· khãa		10;10	4	1		0		99	121	105	9																																																																		
H¾c B¹ch V« Song Tr©m	0	103	20023	30	200000	0	200	40;40					50083	70	2	4		\image\item\cap\f1_hd_039a1.spr	\image\item\cap\f1_hd_039a0.spr	<color=gold>H¾c B¹ch V« Song Tr©m<color><enter>Nh­ H¾c B¹ch V« Th­êng, m·nh mÑ kh«ng thÓ c¶n ®­îc. Dµnh cho VIP cao quý nhÊt cña Vâ L©m TruyÒn Kú 2.	½¿Ð¡Å®Î¨ÎÒ¶À×ðÍ·	§· khãa		10;10	4	1		0		99	121	105	9																																																																		
MÆt N¹ S¸t Tinh	0	103	20024	10	40000	0	360	45;45					50129	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_018a1.spr	\image\item\cap\m1_hd_018a0.spr	<color=gold>MÆt N¹ S¸t Tinh<color><enter>Tõng lµ Bé Cöu Ch©u, sau bÞ tµ khÝ x©m nhËp, t¨ng m¹nh uy lùc, nh­ng ng­êi dïng ph¶i chiÕn ®Êu kh«ng ngõng.	±ê×¼ÄÐÐÂÃÅÅÉÍ·ÌÆÃÅ	M·o		10;10	4	1		0	999	97	98	67	12																																																																		
MÆt N¹ S¸t Tinh	0	103	20025	10	40000	0	360	45;45					50130	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_018a1.spr	\image\item\cap\m2_hd_018a0.spr	<color=gold>MÆt N¹ S¸t Tinh<color><enter>Tõng lµ Bé Cöu Ch©u, sau bÞ tµ khÝ x©m nhËp, t¨ng m¹nh uy lùc, nh­ng ng­êi dïng ph¶i chiÕn ®Êu kh«ng ngõng.	¿ýÎàÄÐÐÂÃÅÅÉÍ·ÌÆÃÅ	M·o		10;10	4	1		0	999	97	98	67	12																																																																		
MÆt N¹ S¸t Tinh	0	103	20026	10	40000	0	360	45;45					50131	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_018a1.spr	\image\item\cap\f2_hd_018a0.spr	<color=gold>MÆt N¹ S¸t Tinh<color><enter>Tõng lµ Bé Cöu Ch©u, sau bÞ tµ khÝ x©m nhËp, t¨ng m¹nh uy lùc, nh­ng ng­êi dïng ph¶i chiÕn ®Êu kh«ng ngõng.	ÐÔ¸ÐÅ®ÐÂÃÅÅÉÍ·ÌÆÃÅ	M·o		10;10	4	1		0	999	97	98	67	12																																																																		
MÆt N¹ S¸t Tinh	0	103	20027	10	40000	0	360	45;45					50132	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_018a1.spr	\image\item\cap\f1_hd_018a0.spr	<color=gold>MÆt N¹ S¸t Tinh<color><enter>Tõng lµ Bé Cöu Ch©u, sau bÞ tµ khÝ x©m nhËp, t¨ng m¹nh uy lùc, nh­ng ng­êi dïng ph¶i chiÕn ®Êu kh«ng ngõng.	½¿Ð¡Å®ÐÂÃÅÅÉÍ·ÌÆÃÅ	M·o		10;10	4	1		0	999	97	98	67	12																																																																		
Ng¹o NghÔ Qu¸n	0	108	1041	10	0	0	360							1	1	1		\image\item\cloth\°Áíþ×°Í·±ê×¼a1.spr	\image\item\cloth\°Áíþ×°Í·±ê×¼a0.spr	<color=gold>Ng¹o NghÔ Qu¸n<color><enter>Nh×n ®êi qua l¹i nh­ thoi, m×nh ta ng¹o nghÔ coi trêi b»ng vung!	±ê×¼ÄÐ°ÁíþÍ·	Ngo¹i trang		1	2	1		1	999																																																																						
Ng¹o NghÔ Qu¸n	0	108	1042	10	0	0	360							1	1	2		\image\item\cloth\°Áíþ×°Í·¿ýÎàa1.spr	\image\item\cloth\°Áíþ×°Í·¿ýÎàa0.spr	<color=gold>Ng¹o NghÔ Qu¸n<color><enter>Nh×n ®êi qua l¹i nh­ thoi, m×nh ta ng¹o nghÔ coi trêi b»ng vung!	¿ýÎàÄÐ°ÁíþÍ·	Ngo¹i trang		1	2	1		1	999																																																																						
Ng¹o NghÔ Tr©m	0	108	1043	10	0	0	360							1	2	3		\image\item\cloth\°Áíþ×°Í·ÐÔ¸Ða1.spr	\image\item\cloth\°Áíþ×°Í·ÐÔ¸Ða0.spr	<color=gold>Ng¹o NghÔ Tr©m<color><enter>Nh×n ®êi qua l¹i nh­ thoi, m×nh ta ng¹o nghÔ coi trêi b»ng vung!	ÐÔ¸ÐÅ®°ÁíþÍ·	Ngo¹i trang		1	2	1		1	999																																																																						
Ng¹o NghÔ Tr©m	0	108	1044	10	0	0	360							1	2	4		\image\item\cloth\°Áíþ×°Í·½¿Ð¡a1.spr	\image\item\cloth\°Áíþ×°Í·½¿Ð¡a0.spr	<color=gold>Ng¹o NghÔ Tr©m<color><enter>Nh×n ®êi qua l¹i nh­ thoi, m×nh ta ng¹o nghÔ coi trêi b»ng vung!	½¿Ð¡Å®°ÁíþÍ·	Ngo¹i trang		1	2	1		1	999																																																																						
Kim Phong Qu¸n	0	108	1021	10	0	0	360							1	1	1		\image\item\cloth\½ð·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ð·çÓñÂ¶Í·±ê×¼a0.spr	<color=gold>Kim Phong Qu¸n<color><enter>Giã s­¬ng båi håi, bôi trÇn mÊy khi gÆp gì.	±ê×¼ÄÐ½ð·çÓñÂ¶Í·	Ngo¹i trang		1	2	1		1	999																																																																						
Kim Phong Qu¸n	0	108	1022	10	0	0	360							1	1	2		\image\item\cloth\½ð·çÓñÂ¶Í·¿ýÎàa1.spr	\image\item\cloth\½ð·çÓñÂ¶Í·¿ýÎàa0.spr	<color=gold>Kim Phong Qu¸n<color><enter>Giã s­¬ng båi håi, bôi trÇn mÊy khi gÆp gì.	¿ýÎàÄÐ½ð·çÓñÂ¶Í·	Ngo¹i trang		1	2	1		1	999																																																																						
Kim Phong Tr©m	0	108	1023	10	0	0	360							1	2	3		\image\item\cloth\½ð·çÓñÂ¶Í·ÐÔ¸Ða1.spr	\image\item\cloth\½ð·çÓñÂ¶Í·ÐÔ¸Ða0.spr	<color=gold>Kim Phong Tr©m<color><enter>Giã s­¬ng båi håi, bôi trÇn mÊy khi gÆp gì.	ÐÔ¸ÐÅ®½ð·çÓñÂ¶Í·	Ngo¹i trang		1	2	1		1	999																																																																						
Kim Phong Tr©m	0	108	1024	10	0	0	360							1	2	4		\image\item\cloth\½ð·çÓñÂ¶Í·½¿Ð¡a1.spr	\image\item\cloth\½ð·çÓñÂ¶Í·½¿Ð¡a0.spr	<color=gold>Kim Phong Tr©m<color><enter>Giã s­¬ng båi håi, bôi trÇn mÊy khi gÆp gì.	½¿Ð¡Å®½ð·çÓñÂ¶Í·	Ngo¹i trang		1	2	1		1	999																																																																						
X¶o  Qu¸n	0	108	1053	10	0	0	360							1	1	1		\image\item\cloth\ÆòÇÉÈçÒâÍ·±ê×¼a1.spr	\image\item\cloth\ÆòÇÉÈçÒâÍ·±ê×¼a0.spr	<color=gold>X¶o  Qu¸n<color><enter>Th¸ng b¶y trêi m¸t, b¾c cÇu s«ng Ng©n.	±ê×¼ÄÐÆòÇÉÈçÒâÍ·	Ngo¹i trang		1	2	1		1	999																																																																						
X¶o  Qu¸n	0	108	1054	10	0	0	360							1	1	2		\image\item\cloth\ÆòÇÉÈçÒâÍ·¿ýÎàa1.spr	\image\item\cloth\ÆòÇÉÈçÒâÍ·¿ýÎàa0.spr	<color=gold>X¶o  Qu¸n<color><enter>Th¸ng b¶y trêi m¸t, b¾c cÇu s«ng Ng©n.	¿ýÎàÄÐÆòÇÉÈçÒâÍ·	Ngo¹i trang		1	2	1		1	999																																																																						
X¶o  Tr©m	0	108	1055	10	0	0	360							1	2	3		\image\item\cloth\ÆòÇÉÈçÒâÍ·ÐÔ¸Ða1.spr	\image\item\cloth\ÆòÇÉÈçÒâÍ·ÐÔ¸Ða0.spr	<color=gold>X¶o  Tr©m<color><enter>Th¸ng b¶y trêi m¸t, b¾c cÇu s«ng Ng©n.	ÐÔ¸ÐÅ®ÆòÇÉÈçÒâÍ·	Ngo¹i trang		1	2	1		1	999																																																																						
X¶o  Tr©m	0	108	1056	10	0	0	360							1	2	4		\image\item\cloth\ÆòÇÉÈçÒâÍ·½¿Ð¡a1.spr	\image\item\cloth\ÆòÇÉÈçÒâÍ·½¿Ð¡a0.spr	<color=gold>X¶o  Tr©m<color><enter>Th¸ng b¶y trêi m¸t, b¾c cÇu s«ng Ng©n.	½¿Ð¡Å®ÆòÇÉÈçÒâÍ·	Ngo¹i trang		1	2	1		1	999																																																																						
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20300	10	40000	0	360	25;17					50155	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_027a1.spr	\image\item\cap\m1_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	±ê×¼ÄÐ¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20301	10	40000	0	360	25;17					50156	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_027a1.spr	\image\item\cap\m2_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	¿ýÎàÄÐ¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20302	10	40000	0	360	25;17					50157	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_027a1.spr	\image\item\cap\m1_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	±ê×¼ÄÐ¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20303	10	40000	0	360	25;17					50158	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_027a1.spr	\image\item\cap\m2_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	¿ýÎàÄÐ¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20304	10	40000	0	360	17;25					50159	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_027a1.spr	\image\item\cap\m1_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	±ê×¼ÄÐ¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20305	10	40000	0	360	17;25					50160	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_027a1.spr	\image\item\cap\m2_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	¿ýÎàÄÐ¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20306	10	40000	0	360	23;23					50161	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_027a1.spr	\image\item\cap\m1_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	±ê×¼ÄÐ¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20307	10	40000	0	360	23;23					50162	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_027a1.spr	\image\item\cap\m2_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	¿ýÎàÄÐ¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20308	10	40000	0	360	23;23					50163	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_027a1.spr	\image\item\cap\f1_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÐÔ¸ÐÅ®¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20309	10	40000	0	360	23;23					50164	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_027a1.spr	\image\item\cap\f2_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	½¿Ð¡Å®¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20310	10	40000	0	360	17;25					50165	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_027a1.spr	\image\item\cap\f1_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÐÔ¸ÐÅ®¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20311	10	40000	0	360	17;25					50166	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_027a1.spr	\image\item\cap\f2_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	½¿Ð¡Å®¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20312	10	40000	0	360	23;23					50167	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_027a1.spr	\image\item\cap\f1_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÐÔ¸ÐÅ®¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0																																																																							
Tèng_Thanh Long T­íng Qu©n Kh«i	0	103	20313	10	40000	0	360	23;23					50168	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_027a1.spr	\image\item\cap\f2_hd_027a0.spr	<color=gold>Tèng_Thanh Long T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	½¿Ð¡Å®¼òÇåÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0																																																																							
