Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Håi phôc thuéc tİnh1	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (1)	Håi phôc thuéc tİnh2	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (2)	Håi phôc thuéc tİnh3	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (3)	Håi phôc thuéc tİnh4	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (4)	Thêi gian duy tr× hiÖu lùc (Sè ch½n)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)2	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã thÓ giao dŞch hay kh«ng ( 0 cã thÓ giao dŞch, cã thÓ b¸n; 1 kh«ng thÓ giao dŞch kh«ng thÓ b¸n; 2 cã thÓ b¸n, kh«ng thÓ giao dŞch; 3 kh«ng thÓ b¸n, cã thÓ giao dŞch; 4 cã thÓ b¸n, sau khi mang vµo sÏ bŞ khãa)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	B¶o l­u 1	B¶o l­u 2	B¶o l­u 3	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Ch©n Vâ-Qu©n Tö §íi Phong Kû YÕu	2	114	130	1	0	1												\image\item\zwmj\ÕæÎä¡¤¾ı×Ó½Ø·ç¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤¾ı×Ó½Ø·ç¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Qu©n Tö §íi Phong Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Qu©n Tö §íi Phong ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-TrÊn Qu©n Phi Long Th­¬ng Kû YÕu	2	114	131	1	0	1												\image\item\zwmj\ÕæÎä¡¤Õò¾ü·ÉÁúÇ¹¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤Õò¾ü·ÉÁúÇ¹¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-TrÊn Qu©n Phi Long Th­¬ng Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn TrÊn Qu©n Phi Long Th­¬ng ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Xuyªn V©n L¹c Hång Kû YÕu	2	114	132	1	0	1												\image\item\zwmj\ÕæÎä¡¤´©ÔÆÂäºç¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤´©ÔÆÂäºç¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Xuyªn V©n L¹c Hång Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Xuyªn V©n L¹c Hång ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-HuyÒn Minh Phong Ma Kû YÕu	2	114	133	1	0	1												\image\item\zwmj\ÕæÎä¡¤ÓÄÚ¤·âÄ§¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤ÓÄÚ¤·âÄ§¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-HuyÒn Minh Phong Ma Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn HuyÒn Minh Phong Ma ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Linh Cæ HuyÒn Tµ Kû YÕu	2	114	134	1	0	1												\image\item\zwmj\ÕæÎä¡¤Áé¹Æ»ÃĞ°¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤Áé¹Æ»ÃĞ°¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Linh Cæ HuyÒn Tµ Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Linh Cæ HuyÒn Tµ ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Cöu Thiªn Phong L«i Kû YÕu	2	114	135	1	0	1												\image\item\zwmj\ÕæÎä¡¤¾ÅÌì·çÀ×¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤¾ÅÌì·çÀ×¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Cöu Thiªn Phong L«i Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Cöu Thiªn Phong L«i ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Håi Phong Tr¶m NhËt Kû YÕu	2	114	136	1	0	1												\image\item\zwmj\ÕæÎä¡¤»Ø·æÕ¶ÈÕ¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤»Ø·æÕ¶ÈÕ¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Håi Phong Tr¶m NhËt Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Håi Phong Tr¶m NhËt ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Phô Kú Hµnh TrËn Kû YÕu	2	114	137	1	0	1												\image\item\zwmj\ÕæÎä¡¤¸ºÆìĞĞÕó¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤¸ºÆìĞĞÕó¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Phô Kú Hµnh TrËn Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Phô Kú Hµnh TrËn ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Ng­ng HuyÕt Phong Hån Kû YÕu	2	114	138	1	0	1												\image\item\zwmj\ÕæÎä¡¤ÄıÑª·â»ê¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤ÄıÑª·â»ê¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Ng­ng HuyÕt Phong Hån Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Ng­ng HuyÕt Phong Hån ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Hång TrÇn Tóy Méng Kû YÕu	2	114	139	1	0	1												\image\item\zwmj\ÕæÎä¡¤ºì³¾×íÃÎ¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤ºì³¾×íÃÎ¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Hång TrÇn Tóy Méng Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Hång TrÇn Tóy Méng ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Phong Hoa Thiªn DiÖp Kû YÕu	2	114	140	1	0	1												\image\item\zwmj\ÕæÎä¡¤·ç»¨Ç§Ò¶¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤·ç»¨Ç§Ò¶¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Phong Hoa Thiªn DiÖp Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Phong Hoa Thiªn DiÖp ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Mª T«ng Kû YÕu	2	114	141	1	0	1												\image\item\zwmj\ÕæÎä¡¤ÃÔ×Ù¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤ÃÔ×Ù¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Mª T«ng Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Mª T«ng ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ-Thiªn Phong Kû YÕu	2	114	142	1	0	1												\image\item\zwmj\ÕæÎä¡¤Ìì·æ¼ÍÒªa1.spr	\image\item\zwmj\ÕæÎä¡¤Ìì·æ¼ÍÒªa0.spr	<color=gold>Ch©n Vâ-Thiªn Phong Kû YÕu<color><enter>Khi trªn ng­êi cã ch©n quyÓn Thiªn Phong ®· th¨ng hoa cã thÓ nhÊp chuét ph¶i dïng, sao chĞp ı nghÜa s©u xa cña vâ häc lªn mËt tŞch ®ang trang bŞ. Sau khi dïng vËt phÈm sÏ biÕn mÊt, h·y cÈn thËn.		ThÇn bİ	\script\misc\book_appendix\item_zhenwushouji.lua	1	1	1			999				
Ch©n Vâ Hån Th¹ch	2	114	143	1	0	1												\image\item\other\4¼¶Å­ÌÎÊ¯a1.spr	\image\item\other\4¼¶Å­ÌÎÊ¯a0.spr	<color=gold>Ch©n Vâ Hån Th¹ch<color><enter>NhÊp chuét ph¶i dïng tiªu hao 1 Ch©n Vâ Hån Th¹ch, nhËn ®­îc 500 ®iÓm lŞch luyÖn		ThÇn bİ	\script\item\simple_item.lua	1	0	1			999				
§¹i Ch©n Vâ Hån Th¹ch	2	114	144	1	0	1												\image\item\other\6¼¶Å­ÌÎÊ¯a1.spr	\image\item\other\6¼¶Å­ÌÎÊ¯a0.spr	<color=gold>§¹i Ch©n Vâ Hån Th¹ch<color><enter>NhÊp chuét ph¶i dïng tiªu hao 1 §¹i Ch©n Vâ Hån Th¹ch, nhËn ®­îc 1000 ®iÓm lŞch luyÖn		ThÇn bİ	\script\item\simple_item.lua	1	0	1			999				
HuyÒn Th¹ch	2	1	30997	1	0	999												\image\item\other\2¼¶×ÏĞéÊ¯a1.spr	\image\item\other\2¼¶×ÏĞéÊ¯a0.spr	<color=gold>HuyÒn Th¹ch<color><enter>Kú th¹ch võa xuÊt hiÖn ë vâ l©m, cã thÓ l¬ löng gi÷a kh«ng trung, nghe nãi Chñ Th­¬ng Héi ®ang thu mua sè l­îng lín (Cã thÓ tham gia rót th­ëng ®Ó nhËn phÇn th­ëng ngÉu nhiªn)		ThÇn bİ		1	2	1							
Tói §¸ Quı CÊp 1	2	1	30998	2	0	999												\image\item\other\ËÄµÈ°ü¹üa1.spr	\image\item\other\ËÄµÈ°ü¹üa0.spr	<color=gold>Tói §¸ Quı CÊp 1<color><enter>Tói ®ùng §¸ Quı CÊp 1, nhÊp chuét ph¶i dïng sÏ nhËn ®­îc 1 §¸ Quı CÊp 1 (Khãa) ngÉu nhiªn		ThÇn bİ	\script\isolate\functions\jubaozhai\item_gem_pag.lua	1	0	1							
Tói §¸ Quı CÊp 2	2	1	30999	2	0	999												\image\item\other\ËÄµÈ°ü¹üa1.spr	\image\item\other\ËÄµÈ°ü¹üa0.spr	<color=gold>Tói §¸ Quı CÊp 2<color><enter>Tói ®ùng §¸ Quı CÊp 2, nhÊp chuét ph¶i dïng sÏ nhËn ®­îc 1 §¸ Quı CÊp 2 (Khãa) ngÉu nhiªn		ThÇn bİ	\script\isolate\functions\jubaozhai\item_gem_pag.lua	1	0	1							
Tói §¸ Quı CÊp 3	2	1	31000	2	0	999												\image\item\other\ÈıµÈ°ü¹üa1.spr	\image\item\other\ÈıµÈ°ü¹üa0.spr	<color=gold>Tói §¸ Quı CÊp 3<color><enter>Tói ®ùng §¸ Quı CÊp 3, nhÊp chuét ph¶i dïng sÏ nhËn ®­îc 1 §¸ Quı CÊp 3 (Khãa) ngÉu nhiªn		ThÇn bİ	\script\isolate\functions\jubaozhai\item_gem_pag.lua	1	0	1							
Tói §¸ Quı CÊp 4	2	1	31001	2	0	999												\image\item\other\ÈıµÈ°ü¹üa1.spr	\image\item\other\ÈıµÈ°ü¹üa0.spr	<color=gold>Tói §¸ Quı CÊp 4<color><enter>Tói ®ùng §¸ Quı CÊp 4, nhÊp chuét ph¶i dïng sÏ nhËn ®­îc 1 §¸ Quı CÊp 4 (Khãa) ngÉu nhiªn		ThÇn bİ	\script\isolate\functions\jubaozhai\item_gem_pag.lua	1	0	1							
R­¬ng Trang BŞ ChiÕn Cuång	2	1	31002	50	0	999												\image\item\other\ÀñºĞ×Ï1.spr	\image\item\other\ÀñºĞ×Ï.spr	<color=gold>R­¬ng Trang BŞ ChiÕn Cuång<color><enter>R­¬ng chøa Trang BŞ ChiÕn Cuång, nhÊp chuét ph¶i dïng sÏ nhËn ®­îc 1 phßng cô ChiÕn Cuång theo hÖ ph¸i (Nãn, ¸o, QuÇn)		ThÇn bİ	\script\isolate\functions\jubaozhai\item_zhankuang_box.lua	1	0	1							
R­¬ng Vò Khİ ChiÕn Cuång	2	1	31003	70	0	999												\image\item\other\ÀñºĞÂÌ1.spr	\image\item\other\ÀñºĞÂÌ.spr	<color=gold>R­¬ng Vò Khİ ChiÕn Cuång<color><enter>R­¬ng chøa Vò Khİ ChiÕn Cuång, nhÊp chuét ph¶i sÏ nhËn ®­îc 1 vò khİ ChiÕn Cuång theo hÖ ph¸i		ThÇn bİ	\script\isolate\functions\jubaozhai\item_zhankuang_box.lua	1	0	1							
Phong Hoa QuyÓn	2	1	31004	1	0	999												\image\item\other\×ÏÆø¾íÖáa1.spr	\image\item\other\×ÏÆø¾íÖáa0.spr	<color=gold>Phong Hoa QuyÓn<color><enter>NhÊp chuét ph¶i dïng sÏ t¨ng 1 ®iÓm tİch lòy Phong Hoa, dïng ®Ó ®æi ngo¹i trang ë cöa hµng Phong Hoa		ThÇn bİ	\script\meo\item\item_phonghoa.lua	1	2	1							
Nh¸nh §µo C¸t T­êng	2	1	31005	1	0	99												\image\item\other\Viet_ÌÒÊ÷Ö¦_36.spr	\image\item\other\Viet_ÌÒÊ÷Ö¦_80.spr	<color=gold>Nh¸nh §µo C¸t T­êng<color><enter>Nh¸nh ®µo t­îng tr­ng cho sù may m¾n c¸t t­êng, nhÊp chuét ph¶i ®Ó cÇu phóc		ThÇn bİ		1	2	1							
L× X× N¨m Míi	2	1	31006	0	0	1												\image\item\other\´ó¼ª´óÀûºì°ü36.spr	\image\item\other\´ó¼ª´óÀûºì°ü.spr	<color=gold>L× X× N¨m Míi<color><enter>N¨m míi vui vÎ, ®¹i c¸t ®¹i lîi		ThÇn bİ		1	2	1							
§ång TiÒn ThÇn Kú	2	1	31007	1	100	99												\image\item\other\ĞÒÔËÍ­±Ò_36.spr	\image\item\other\ĞÒÔËÍ­±Ò_80.spr	<color=gold>§ång TiÒn ThÇn Kú<color><enter>Mét ®ång tiÒn vµng thÇn kú, bá vµo Tô B¶o Bån ®Ó tiÕn hµnh tô b¶o.		ThÇn bİ		1	0	1							
Quµ Ngo¹i Trang-Th­êng	2	1	31008	1	0	1												\image\item\other\ºìÉ«¸ß¼¶°ü¹üa1.spr	\image\item\other\ºìÉ«¸ß¼¶°ü¹üa0.spr	<color=gold>Quµ Ngo¹i Trang-Th­êng<color><enter>Quµ Ngo¹i Trang-Th­êng, nhÊp chuét ph¶i ®Ó chän ngo¹i trang theo ı muèn		ThÇn bİ		1	2	1							
Quµ Ngo¹i Trang-Hµo Hoa	2	1	31009	1	0	1												\image\item\other\×ÏºìÉ«¸ß¼¶°ü¹üa1.spr	\image\item\other\×ÏºìÉ«¸ß¼¶°ü¹üa0.spr	<color=gold>Quµ Ngo¹i Trang-Hµo Hoa<color><enter>Quµ Ngo¹i Trang-Hµo Hoa, nhÊp chuét ph¶i ®Ó chän ngo¹i trang theo ı muèn		ThÇn bİ		1	2	1							
M¶nh §ång TiÒn	2	1	31010	1	100	999												\image\item\other\°×½ğËéÆ¬a1.spr	\image\item\other\°×½ğËéÆ¬a0.spr	<color=gold>M¶nh §ång TiÒn<color><enter>10 m¶nh cã thÓ ghĞp thµnh 1 §ång TiÒn C¸t T­êng, nhÊp chuét ph¶i ®Ó ghĞp.		ThÇn bİ		1	2	1							
Hép Trang Søc Nh¸nh §µo	2	1	31011	1	0	1												\image\item\other\ÂÌÉ«¸ß¼¶°ü¹üa1.spr	\image\item\other\ÂÌÉ«¸ß¼¶°ü¹üa0.spr	<color=gold>Hép Trang Søc Nh¸nh §µo<color><enter>NhÊp chuét ph¶i më sÏ nhËn ®­îc trang søc Nh¸nh §µo T­¬i 30 ngµy.		ThÇn bİ		1	2	1							
Khèi ng©n nhá	2	1	31012	1	0	999												\image\item\other\suiyin_a1.spr	\image\item\other\suiyin_a0.spr	<color=gold>Khèi ng©n nhá<color><enter>Nguyªn liÖu ®Ó ghĞp Kinh M¹ch Ng©n Nh©n, nhÊp chuét ph¶i ®Ó më ghĞp		ThÇn bİ	\script\item\item_meridian_material.lua	1	0	1							
Ng©n §Ünh	2	1	31013	1	0	999												\image\item\other\ormeta_004a1.spr	\image\item\other\ormeta_004a0.spr	<color=gold>Ng©n §Ünh<color><enter>Nguyªn liÖu ®Ó ghĞp Kinh M¹ch Ng©n Nh©n, nhÊp chuét ph¶i ®Ó më ghĞp		ThÇn bİ	\script\item\item_meridian_material.lua	1	0	1							
M¶nh Ch©n Nguyªn	2	1	31014	1	0	999												\image\item\other\Ë®ĞÇÊ¯_36.spr	\image\item\other\Ë®ĞÇÊ¯_80.spr	<color=gold>M¶nh Ch©n Nguyªn<color><enter>M¶nh Ch©n Nguyªn Néi §¬n, 10 M¶nh Ch©n Nguyªn ghĞp thµnh 1 Ch©n Nguyªn Néi §¬n, nhÊp chuét ph¶i ®Ó ghĞp.		ThÇn bİ	\script\item\simple_item.lua	1	2	1							
Ch©n Nguyªn Néi §¬n	2	1	31015	1	0	99												\image\item\other\×ªÉúµ¤a1.spr	\image\item\other\×ªÉúµ¤a0.spr	<color=gold>Ch©n Nguyªn Néi §¬n<color><enter>§¬n d­îc ng­ng tô ch©n nguyªn, vËt phÈm ®Ó kİch ho¹t kinh m¹ch cÊp 5		ThÇn bİ		1	1	1							
Quµ LÔ Héi Âm Thùc	2	1	31016	1	0	999												\image\item\other\ÍÁ»ÆÉ«ÆÕÍ¨°ü¹üa1.spr	\image\item\other\ÍÁ»ÆÉ«ÆÕÍ¨°ü¹üa0.spr	<color=gold>Quµ LÔ Héi Âm Thùc<color><enter>Quµ LÔ Héi Âm Thùc, nhÊp chuét ph¶i më sÏ nhËn ®­îc phÇn th­ëng ngÉu nhiªn		ThÇn bİ		1	0	1							
ThÎ Song Ng­	2	1	31017	1	0	1												\image\item\other\Ë«Óã¿¨32.spr	\image\item\other\Ë«Óã¿¨80.spr	<color=gold>ThÎ Song Ng­<color><enter>Sau khi dïng CÈm Nang §¹i Sù KiÖn kİch ho¹t sÏ nhËn ®­îc dŞch vô VIP 1 th¸ng vµ 1 ThÇn Hµnh B¶o §iÓn.		ThÇn bİ	\script\function\vip_card\item_vip_card.lua	1	0	1							
GiÊy Xu©n §á	2	1	31018	0.5	0	2000												\image\item\other\ºìÖ½ 32.spr	\image\item\other\ºìÖ½ 80.spr	<color=gold>GiÊy Xu©n §á<color><enter>Dïng ®Ó chÕ t¹o C©u §èi §á vµ C©u §èi Vµng		ThÇn bİ		1	0	0							
Mùc Tµu	2	1	31019	1	0	2000												\image\item\other\ºÚÄ« 32.spr	\image\item\other\ºÚÄ« 80.spr	<color=gold>Mùc Tµu<color><enter>Dïng ®Ó chÕ t¹o C©u §èi §á vµ C©u §èi Vµng		ThÇn bİ		1	0	0							
§¹i c¸t	2	1	31020	1	0	2000												\image\item\other\´ó¼ª 32.spr	\image\item\other\´ó¼ª 80.spr	<color=gold>§¹i c¸t<color><enter>Dïng ®Ó chÕ t¹o L× X× N¨m Míi.		ThÇn bİ		1	0	0							
C©u §èi §á	2	1	31021	1	0	2000												\image\item\other\ºìÉ«¶ÔÁª 32.spr	\image\item\other\ºìÉ«¶ÔÁª 80.spr	<color=gold>C©u §èi §á<color><enter>Dïng GiÊy Xu©n §á vµ Mùc Tµu chÕ t¹o ra<enter><color=Gold>(Sau 24:00 29/02/2016 kh«ng thÓ dïng)		ThÇn bİ		1	0	1							
C©u §èi Vµng	2	1	31022	1	0	2000												image\item\other\½ğÉ«¶ÔÁª 32.spr	\image\item\other\½ğÉ«¶ÔÁª 80.spr	<color=gold>C©u §èi Vµng<color><enter>Dïng GiÊy Xu©n §á vµ Mùc Tµu chÕ t¹o ra<enter><color=Gold>(Sau 24:00 29/02/2016 kh«ng thÓ dïng)		ThÇn bİ		1	0	1							
Tói Léc Mõng Xu©n	2	1	31023	2	0	2000												\image\item\other\ĞÂÄêºì°ü 32.spr	\image\item\other\ĞÂÄêºì°ü 80.spr	<color=gold>Tói Léc Mõng Xu©n<color><enter>Dïng C©u §èi §á, C©u §èi Vµng vµ §¹i C¸t chÕ t¹o ra<enter><color=Gold>(Sau 24:00 29/02/2016 kh«ng thÓ dïng)		ThÇn bİ		1	0	1							
Tói §¸ Quı CÊp 5	2	1	31024	2	0	999												\image\item\other\ÈıµÈ°ü¹üa1.spr	\image\item\other\ÈıµÈ°ü¹üa0.spr	<color=gold>Tói §¸ Quı CÊp 5<color><enter>Tói chøa ®¸ quı cÊp 5, nhÊp chuét ph¶i dïng sÏ nhËn ®­îc 1 ®¸ quı cÊp 5 ngÉu nhiªn (§¸ quı khãa)		ThÇn bİ	\script\isolate\functions\jubaozhai\item_gem_pag.lua	1	0	1							
R­¬ng DiÔn Vâ	2	1	31025	5	0	999												\image\item\other\²Æ±¦Ïä9a1.spr	\image\item\other\²Æ±¦Ïä9a0.spr	<color=gold>R­¬ng DiÔn Vâ<color><enter>NhÊp chuét ph¶i më sÏ nhËn ®­îc phÇn th­ëng		ThÇn bİ	\script\missions\yp\ywz\item_ywhybox.lua	1	2	1							
Tói X¹ H­¬ng	2	1	31026	2	0	2000												\image\item\other\÷êÏã´ü32.spr	\image\item\other\÷êÏã´ü80.spr	<color=gold>Tói X¹ H­¬ng<color><enter>Dïng ®Ó chÕ t¹o N­íc Hoa Kh« vµ N­íc Hoa Tinh ChÊt		ThÇn bİ		1	0	0							
Long Diªn H­¬ng	2	1	31027	1	0	2000												\image\item\other\ÁúÏÑÏã32.spr	\image\item\other\ÁúÏÑÏã80.spr	<color=gold>Long Diªn H­¬ng<color><enter>Dïng ®Ó chÕ t¹o N­íc Hoa Kh« vµ N­íc Hoa Tinh ChÊt		ThÇn bİ		1	0	0							
Hæ Ph¸ch	2	1	31028	1	0	2000												\image\item\other\çúçê32.spr	\image\item\other\çúçê80.spr	<color=gold>Hæ Ph¸ch<color><enter>Dïng ®Ó chÕ t¹o N÷ NhŞ H­¬ng		ThÇn bİ		1	0	0							
N­íc Hoa Kh«	2	1	31029	1	0	2000												\image\item\other\¸ÉÏãË®32.spr	\image\item\other\¸ÉÏãË®80.spr	<color=gold>N­íc Hoa Kh«<color><enter>Dïng Tói X¹ H­¬ng vµ Long Diªn H­¬ng t¹o ra<enter><color=Gold>(Sau 24:00 31/03/2016 kh«ng thÓ dïng)		ThÇn bİ		1	0	1							
N­íc Hoa Tinh ChÊt	2	1	31030	1	0	2000												\image\item\other\¾«ÖÂÏãË®32.spr	\image\item\other\¾«ÖÂÏãË®80.spr	<color=gold>N­íc Hoa Tinh ChÊt<color><enter>Dïng Tói X¹ H­¬ng vµ Long Diªn H­¬ng t¹o ra<enter><color=Gold>(Sau 24:00 31/03/2016 kh«ng thÓ dïng)		ThÇn bİ		1	0	1							
N÷ Nhi H­¬ng	2	1	31031	1	0	2000												\image\item\other\Å®¶ùÏã32.spr	\image\item\other\Å®¶ùÏã80.spr	<color=gold>N÷ Nhi H­¬ng<color><enter>Dïng N­íc Hoa Kh«,  N­íc Hoa Tinh ChÊt vµ Hæ Ph¸ch t¹o raa<enter><color=Gold>(Sau 24:00 31/03/2016 kh«ng thÓ dïng)		ThÇn bİ		1	0	1							
ThÎ B¹ch D­¬ng	2	1	31032	1	0	1												\image\item\other\°×Ñò¿¨32.spr	\image\item\other\°×Ñò¿¨80.spr	<color=gold>ThÎ B¹ch D­¬ng<color><enter>Sau khi dïng CÈm Nang §¹i Sù KiÖn kİch ho¹t sÏ nhËn ®­îc dŞch vô VIP 1 th¸ng vµ 1 ThÇn Hµnh B¶o §iÓn.		ThÇn bİ	\script\function\vip_card\item_vip_card.lua	1	0	1							
LÖnh Bµi Bang Cèng	2	1	31033	1	0	999												\image\item\other\ÕäÏ¡×øÆï×°±¸¶Ò»»È¯a1.spr	\image\item\other\ÕäÏ¡×øÆï×°±¸¶Ò»»È¯a0.spr	<color=gold>LÖnh Bµi Bang Cèng<color><enter>LÖnh bµi Vâ L©m Minh thiÕt kÕ ®Ó khuyÕn khİch mäi ng­êi tham gia viÖc x©y dùng bang héi, sau khi sö dông sÏ t¨ng 100 ®iÓm cèng hiÕn bang héi.		ThÇn bİ	\script\item\banggonglingpai.lua	1	2	1							
