ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
44542	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30578;1	1	1	17		1	41001		
44543	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30579;1	1	2	17		1	41001		
44544	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30580;1	2	3	17		1	41001		
44545	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30581;1	2	4	17		1	41001		
44546	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30582;1	1	1	18		1	41001		
44547	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30583;1	1	2	18		1	41001		
44548	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30584;1	2	3	18		1	41001		
44549	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30585;1	2	4	18		1	41001		
44550	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30586;1	1	1	20		1	41001		
44551	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30587;1	1	2	20		1	41001		
44552	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30588;1	2	3	20		1	41001		
44553	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30589;1	2	4	20		1	41001		
44554	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30590;1	1	1	21		1	41001		
44555	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30591;1	1	2	21		1	41001		
44556	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30592;1	2	3	21		1	41001		
44557	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30593;1	2	4	21		1	41001		
44558	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30594;1	1	1	23		1	41001		
44559	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30595;1	1	2	23		1	41001		
44560	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30596;1	1	1	25		1	41001		
44561	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30597;1	1	2	25		1	41001		
44562	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30598;1	2	3	25		1	41001		
44563	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30599;1	2	4	25		1	41001		
44564	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30600;1	1	1	26		1	41001		
44565	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30601;1	1	2	26		1	41001		
44566	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30602;1	2	3	26		1	41001		
44567	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30603;1	2	4	26		1	41001		
44568	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30604;1	1	1	27		1	41001		
44569	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30605;1	1	2	27		1	41001		
44570	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30606;1	2	3	27		1	41001		
44571	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30607;1	2	4	27		1	41001		
44572	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30608;1	2	3	29		1	41001		
44573	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30609;1	2	4	29		1	41001		
44574	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30610;1	2	3	30		1	41001		
44575	Tèng-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30611;1	2	4	30		1	41001		
44576	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30612;1	1	1	2		1	41001		
44577	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30613;1	1	2	2		1	41001		
44578	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30614;1	1	1	3		1	41001		
44579	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30615;1	1	2	3		1	41001		
44580	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30616;1	1	1	4		1	41001		
44581	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30617;1	1	2	4		1	41001		
44582	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30618;1	1	1	6		1	41001		
44583	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30619;1	1	2	6		1	41001		
44584	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30620;1	2	3	6		1	41001		
44585	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30621;1	2	4	6		1	41001		
44586	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30622;1	2	3	8		1	41001		
44587	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30623;1	2	4	8		1	41001		
44588	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30624;1	2	3	9		1	41001		
44589	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30625;1	2	4	9		1	41001		
44590	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30626;1	1	1	11		1	41001		
44591	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30627;1	1	2	11		1	41001		
44592	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30628;1	2	3	11		1	41001		
44593	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30629;1	2	4	11		1	41001		
44594	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30630;1	1	1	12		1	41001		
44595	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30631;1	1	2	12		1	41001		
44596	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30632;1	2	3	12		1	41001		
44597	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30633;1	2	4	12		1	41001		
44598	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30634;1	1	1	14		1	41001		
44599	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30635;1	1	2	14		1	41001		
44600	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30636;1	2	3	14		1	41001		
44601	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30637;1	2	4	14		1	41001		
44602	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30638;1	1	1	15		1	41001		
44603	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30639;1	1	2	15		1	41001		
44604	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30640;1	2	3	15		1	41001		
44605	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30641;1	2	4	15		1	41001		
44606	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30642;1	1	1	17		1	41001		
44607	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30643;1	1	2	17		1	41001		
44608	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30644;1	2	3	17		1	41001		
44609	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30645;1	2	4	17		1	41001		
44610	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30646;1	1	1	18		1	41001		
44611	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30647;1	1	2	18		1	41001		
44612	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30648;1	2	3	18		1	41001		
44613	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30649;1	2	4	18		1	41001		
44614	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30650;1	1	1	20		1	41001		
44615	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30651;1	1	2	20		1	41001		
44616	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30652;1	2	3	20		1	41001		
44617	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30653;1	2	4	20		1	41001		
44618	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30654;1	1	1	21		1	41001		
44619	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30655;1	1	2	21		1	41001		
44620	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30656;1	2	3	21		1	41001		
44621	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30657;1	2	4	21		1	41001		
44622	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30658;1	1	1	23		1	41001		
44623	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30659;1	1	2	23		1	41001		
44624	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30660;1	1	1	25		1	41001		
44625	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30661;1	1	2	25		1	41001		
44626	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30662;1	2	3	25		1	41001		
44627	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30663;1	2	4	25		1	41001		
44628	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30664;1	1	1	26		1	41001		
44629	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30665;1	1	2	26		1	41001		
44630	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30666;1	2	3	26		1	41001		
44631	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30667;1	2	4	26		1	41001		
44632	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30668;1	1	1	27		1	41001		
44633	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30669;1	1	2	27		1	41001		
44634	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30670;1	2	3	27		1	41001		
44635	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30671;1	2	4	27		1	41001		
44636	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30672;1	2	3	29		1	41001		
44637	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30673;1	2	4	29		1	41001		
44638	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30674;1	2	3	30		1	41001		
44639	Tèng-Háa Phông Nguyªn So¸i LÖnh Bµi	0;102;30675;1	2	4	30		1	41001		
44640	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30868;1	1	1	2		1	41001		
44641	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30869;1	1	2	2		1	41001		
44642	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30870;1	1	1	3		1	41001		
44643	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30871;1	1	2	3		1	41001		
44644	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30872;1	1	1	4		1	41001		
44645	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30873;1	1	2	4		1	41001		
44646	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30874;1	1	1	6		1	41001		
44647	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30875;1	1	2	6		1	41001		
44648	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30876;1	2	3	6		1	41001		
44649	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30877;1	2	4	6		1	41001		
44650	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30878;1	2	3	8		1	41001		
44651	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30879;1	2	4	8		1	41001		
44652	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30880;1	2	3	9		1	41001		
44653	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30881;1	2	4	9		1	41001		
44654	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30882;1	1	1	11		1	41001		
44655	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30883;1	1	2	11		1	41001		
44656	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30884;1	2	3	11		1	41001		
44657	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30885;1	2	4	11		1	41001		
44658	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30886;1	1	1	12		1	41001		
44659	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30887;1	1	2	12		1	41001		
44660	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30888;1	2	3	12		1	41001		
44661	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30889;1	2	4	12		1	41001		
44662	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30890;1	1	1	14		1	41001		
44663	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30891;1	1	2	14		1	41001		
44664	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30892;1	2	3	14		1	41001		
44665	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30893;1	2	4	14		1	41001		
44666	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30894;1	1	1	15		1	41001		
44667	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30895;1	1	2	15		1	41001		
44668	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30896;1	2	3	15		1	41001		
44669	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30897;1	2	4	15		1	41001		
44670	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30898;1	1	1	17		1	41001		
44671	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30899;1	1	2	17		1	41001		
44672	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30900;1	2	3	17		1	41001		
44673	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30901;1	2	4	17		1	41001		
44674	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30902;1	1	1	18		1	41001		
44675	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30903;1	1	2	18		1	41001		
44676	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30904;1	2	3	18		1	41001		
44677	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30905;1	2	4	18		1	41001		
44678	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30906;1	1	1	20		1	41001		
44679	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30907;1	1	2	20		1	41001		
44680	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30908;1	2	3	20		1	41001		
44681	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30909;1	2	4	20		1	41001		
44682	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30910;1	1	1	21		1	41001		
44683	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30911;1	1	2	21		1	41001		
44684	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30912;1	2	3	21		1	41001		
44685	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30913;1	2	4	21		1	41001		
44686	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30914;1	1	1	23		1	41001		
44687	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30915;1	1	2	23		1	41001		
44688	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30916;1	1	1	25		1	41001		
44689	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30917;1	1	2	25		1	41001		
44690	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30918;1	2	3	25		1	41001		
44691	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30919;1	2	4	25		1	41001		
44692	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30920;1	1	1	26		1	41001		
44693	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30921;1	1	2	26		1	41001		
44694	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30922;1	2	3	26		1	41001		
44695	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30923;1	2	4	26		1	41001		
44696	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30924;1	1	1	27		1	41001		
44697	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30925;1	1	2	27		1	41001		
44698	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30926;1	2	3	27		1	41001		
44699	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30927;1	2	4	27		1	41001		
44700	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30928;1	2	3	29		1	41001		
44701	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30929;1	2	4	29		1	41001		
44702	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30930;1	2	3	30		1	41001		
44703	Liªu-Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30931;1	2	4	30		1	41001		
44704	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30932;1	1	1	2		1	41001		
44705	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30933;1	1	2	2		1	41001		
44706	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30934;1	1	1	3		1	41001		
44707	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30935;1	1	2	3		1	41001		
44708	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30936;1	1	1	4		1	41001		
44709	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30937;1	1	2	4		1	41001		
44710	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30938;1	1	1	6		1	41001		
44711	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30939;1	1	2	6		1	41001		
44712	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30940;1	2	3	6		1	41001		
44713	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30941;1	2	4	6		1	41001		
44714	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30942;1	2	3	8		1	41001		
44715	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30943;1	2	4	8		1	41001		
44716	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30944;1	2	3	9		1	41001		
44717	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30945;1	2	4	9		1	41001		
44718	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30946;1	1	1	11		1	41001		
44719	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30947;1	1	2	11		1	41001		
44720	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30948;1	2	3	11		1	41001		
44721	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30949;1	2	4	11		1	41001		
44722	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30950;1	1	1	12		1	41001		
44723	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30951;1	1	2	12		1	41001		
44724	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30952;1	2	3	12		1	41001		
44725	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30953;1	2	4	12		1	41001		
44726	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30954;1	1	1	14		1	41001		
44727	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30955;1	1	2	14		1	41001		
44728	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30956;1	2	3	14		1	41001		
44729	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30957;1	2	4	14		1	41001		
44730	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30958;1	1	1	15		1	41001		
44731	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30959;1	1	2	15		1	41001		
44732	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30960;1	2	3	15		1	41001		
44733	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30961;1	2	4	15		1	41001		
44734	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30962;1	1	1	17		1	41001		
44735	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30963;1	1	2	17		1	41001		
44736	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30964;1	2	3	17		1	41001		
44737	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30965;1	2	4	17		1	41001		
44738	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30966;1	1	1	18		1	41001		
44739	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30967;1	1	2	18		1	41001		
44740	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30968;1	2	3	18		1	41001		
44741	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30969;1	2	4	18		1	41001		
44742	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30970;1	1	1	20		1	41001		
44743	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30971;1	1	2	20		1	41001		
44744	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30972;1	2	3	20		1	41001		
44745	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30973;1	2	4	20		1	41001		
44746	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30974;1	1	1	21		1	41001		
44747	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30975;1	1	2	21		1	41001		
44748	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30976;1	2	3	21		1	41001		
44749	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30977;1	2	4	21		1	41001		
44750	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30978;1	1	1	23		1	41001		
44751	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30979;1	1	2	23		1	41001		
44752	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30980;1	1	1	25		1	41001		
44753	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30981;1	1	2	25		1	41001		
44754	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30982;1	2	3	25		1	41001		
44755	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30983;1	2	4	25		1	41001		
44756	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30984;1	1	1	26		1	41001		
44757	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30985;1	1	2	26		1	41001		
44758	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30986;1	2	3	26		1	41001		
44759	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30987;1	2	4	26		1	41001		
44760	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30988;1	1	1	27		1	41001		
44761	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30989;1	1	2	27		1	41001		
44762	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30990;1	2	3	27		1	41001		
44763	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30991;1	2	4	27		1	41001		
44764	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30992;1	2	3	29		1	41001		
44765	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30993;1	2	4	29		1	41001		
44766	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30994;1	2	3	30		1	41001		
44767	Liªu-Háa Phông Nguyªn So¸i Hæ Phï	0;102;30995;1	2	4	30		1	41001		
44768	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30996;1	1	1	2		1	41001		
44769	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30997;1	1	2	2		1	41001		
44770	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30998;1	1	1	3		1	41001		
44771	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30999;1	1	2	3		1	41001		
44772	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31000;1	1	1	4		1	41001		
44773	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31001;1	1	2	4		1	41001		
44774	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31002;1	1	1	6		1	41001		
44775	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31003;1	1	2	6		1	41001		
44776	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31004;1	2	3	6		1	41001		
44777	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31005;1	2	4	6		1	41001		
44778	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31006;1	2	3	8		1	41001		
44779	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31007;1	2	4	8		1	41001		
44780	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31008;1	2	3	9		1	41001		
44781	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31009;1	2	4	9		1	41001		
44782	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31010;1	1	1	11		1	41001		
44783	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31011;1	1	2	11		1	41001		
44784	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31012;1	2	3	11		1	41001		
44785	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31013;1	2	4	11		1	41001		
44786	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31014;1	1	1	12		1	41001		
44787	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31015;1	1	2	12		1	41001		
44788	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31016;1	2	3	12		1	41001		
44789	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31017;1	2	4	12		1	41001		
44790	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31018;1	1	1	14		1	41001		
44791	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31019;1	1	2	14		1	41001		
44792	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31020;1	2	3	14		1	41001		
44793	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31021;1	2	4	14		1	41001		
44794	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31022;1	1	1	15		1	41001		
44795	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31023;1	1	2	15		1	41001		
44796	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31024;1	2	3	15		1	41001		
44797	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31025;1	2	4	15		1	41001		
44798	Liªu-Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31026;1	1	1	17		1	41001		
